BDATE,SALEID,STORE,PRODUCTS_SOLD
2016-10-08,20323,STORE007,PR011:117.24|PR006:91.17|PR007:29.62|PR011:117.24|PR004:85.12|PR016:8.37|PR003:30.4
2016-10-08,20324,STORE007,PR021:46.69|PR001:76.64|PR009:4.6|PR016:8.37|PR003:30.4|PR012:73.54|PR013:53.46
2016-10-08,20325,STORE003,PR020:57.34|PR005:61.71|PR010:37.6|PR002:61.29|PR012:73.54|PR018:50.39
2016-10-08,20326,STORE008,PR017:96.73|PR022:38.99|PR001:76.64|PR001:76.64|PR013:53.46|PR006:91.17|PR004:85.12|PR016:8.37|PR004:85.12|PR023:77.16|PR006:91.17
2016-10-08,20327,STORE008,PR008:34.25|PR009:4.6|PR009:4.6|PR023:77.16|PR005:61.71
2016-10-08,20328,STORE001,PR006:91.17|PR003:30.4|PR001:76.64|PR008:34.25|PR016:8.37|PR003:30.4|PR022:38.99|PR010:37.6|PR021:46.69
2016-10-08,20329,STORE008,PR011:117.24|PR024:9.54|PR014:104.67|PR015:4.7|PR017:96.73|PR023:77.16|PR005:61.71|PR019:24.12|PR024:9.54|PR019:24.12
2016-10-08,20330,STORE004,PR003:30.4|PR007:29.62|PR011:117.24
2016-10-08,20331,STORE004,PR015:4.7|PR016:8.37|PR003:30.4|PR016:8.37|PR015:4.7|PR012:73.54|PR020:57.34|PR021:46.69|PR019:24.12|PR018:50.39|PR021:46.69|PR013:53.46|PR024:9.54
2016-10-08,20332,STORE009,PR006:91.17|PR002:61.29|PR020:57.34|PR001:76.64|PR021:46.69|PR006:91.17|PR001:76.64
2016-10-08,20333,STORE008,PR024:9.54|PR024:9.54|PR014:104.67|PR017:96.73|PR016:8.37|PR001:76.64|PR010:37.6
2016-10-08,20334,STORE002,PR006:91.17|PR013:53.46|PR014:104.67|PR009:4.6|PR024:9.54
2016-10-08,20335,STORE005,PR001:76.64|PR006:91.17|PR005:61.71|PR005:61.71|PR023:77.16|PR010:37.6|PR004:85.12|PR016:8.37|PR008:34.25
2016-10-08,20336,STORE001,PR012:73.54|PR003:30.4|PR007:29.62|PR005:61.71|PR013:53.46|PR002:61.29|PR011:117.24|PR013:53.46|PR011:117.24|PR025:41.69|PR012:73.54|PR013:53.46|PR016:8.37|PR019:24.12|PR010:37.6|PR014:104.67
2016-10-08,20337,STORE001,PR002:61.29|PR007:29.62|PR022:38.99|PR010:37.6|PR010:37.6|PR024:9.54|PR015:4.7|PR021:46.69|PR001:76.64|PR008:34.25|PR012:73.54|PR008:34.25|PR019:24.12|PR019:24.12|PR005:61.71|PR013:53.46|PR018:50.39|PR005:61.71
2016-10-08,20338,STORE007,PR014:104.67|PR012:73.54|PR014:104.67|PR023:77.16|PR010:37.6|PR009:4.6|PR004:85.12|PR010:37.6|PR023:77.16|PR006:91.17|PR017:96.73|PR004:85.12
2016-10-08,20339,STORE009,PR004:85.12|PR018:50.39|PR011:117.24|PR013:53.46|PR024:9.54|PR003:30.4|PR010:37.6|PR004:85.12|PR004:85.12|PR021:46.69
2016-10-08,20340,STORE003,PR021:46.69|PR006:91.17|PR015:4.7|PR007:29.62|PR016:8.37|PR004:85.12|PR006:91.17|PR003:30.4|PR001:76.64|PR006:91.17
2016-10-08,20341,STORE001,PR007:29.62|PR001:76.64|PR016:8.37|PR009:4.6|PR023:77.16|PR004:85.12|PR024:9.54|PR001:76.64|PR009:4.6|PR019:24.12|PR019:24.12|PR022:38.99
2016-10-08,20342,STORE007,PR018:50.39|PR018:50.39
2016-10-08,20343,STORE004,PR014:104.67|PR005:61.71|PR007:29.62|PR007:29.62|PR001:76.64|PR008:34.25|PR020:57.34|PR009:4.6
2016-10-08,20344,STORE009,PR003:30.4|PR023:77.16|PR002:61.29|PR002:61.29|PR018:50.39|PR016:8.37|PR025:41.69|PR009:4.6|PR002:61.29|PR001:76.64
2016-10-08,20345,STORE009,PR016:8.37|PR011:117.24|PR014:104.67|PR012:73.54|PR009:4.6|PR016:8.37|PR025:41.69|PR017:96.73|PR008:34.25|PR018:50.39|PR012:73.54|PR019:24.12|PR025:41.69|PR022:38.99|PR012:73.54
2016-10-08,20346,STORE009,PR004:85.12|PR015:4.7|PR016:8.37|PR013:53.46|PR014:104.67|PR025:41.69|PR006:91.17|PR021:46.69|PR004:85.12|PR002:61.29|PR010:37.6|PR024:9.54|PR018:50.39|PR003:30.4|PR021:46.69|PR011:117.24|PR015:4.7|PR017:96.73|PR016:8.37|PR007:29.62|PR022:38.99
2016-10-08,20347,STORE003,PR011:117.24|PR011:117.24|PR025:41.69|PR001:76.64|PR011:117.24|PR023:77.16|PR017:96.73
2016-10-08,20348,STORE005,PR008:34.25|PR019:24.12|PR003:30.4|PR005:61.71|PR019:24.12|PR004:85.12|PR007:29.62|PR024:9.54|PR017:96.73|PR008:34.25|PR009:4.6|PR018:50.39|PR024:9.54|PR022:38.99
2016-10-08,20349,STORE001,PR023:77.16|PR011:117.24|PR003:30.4|PR024:9.54|PR016:8.37|PR025:41.69|PR001:76.64|PR018:50.39
2016-10-08,20350,STORE004,PR020:57.34|PR002:61.29|PR009:4.6|PR019:24.12|PR015:4.7|PR002:61.29
2016-10-08,20351,STORE002,PR001:76.64|PR025:41.69|PR010:37.6|PR020:57.34|PR002:61.29|PR008:34.25|PR018:50.39|PR005:61.71|PR013:53.46
2016-10-08,20352,STORE002,PR006:91.17|PR022:38.99|PR003:30.4|PR009:4.6|PR016:8.37|PR025:41.69|PR023:77.16
2016-10-08,20353,STORE008,PR025:41.69|PR023:77.16|PR008:34.25|PR012:73.54|PR023:77.16|PR021:46.69|PR019:24.12|PR006:91.17|PR001:76.64|PR024:9.54|PR006:91.17|PR020:57.34
2016-10-08,20354,STORE005,PR001:76.64|PR001:76.64|PR022:38.99|PR023:77.16|PR019:24.12|PR009:4.6
2016-10-08,20355,STORE006,PR010:37.6|PR008:34.25|PR011:117.24|PR021:46.69|PR013:53.46|PR012:73.54|PR020:57.34|PR007:29.62|PR005:61.71|PR008:34.25|PR002:61.29
2016-10-08,20356,STORE001,PR008:34.25|PR024:9.54|PR018:50.39|PR007:29.62|PR017:96.73|PR011:117.24|PR024:9.54
2016-10-08,20357,STORE005,PR024:9.54|PR002:61.29|PR025:41.69|PR024:9.54
2016-10-08,20358,STORE009,PR021:46.69|PR017:96.73|PR003:30.4
2016-10-08,20359,STORE006,PR016:8.37|PR011:117.24|PR007:29.62|PR014:104.67|PR011:117.24|PR013:53.46|PR020:57.34
2016-10-08,20360,STORE001,PR004:85.12|PR018:50.39|PR019:24.12|PR023:77.16|PR023:77.16|PR003:30.4|PR024:9.54|PR001:76.64
2016-10-08,20361,STORE003,PR003:30.4|PR008:34.25|PR002:61.29|PR013:53.46|PR023:77.16|PR010:37.6
2016-10-08,20362,STORE009,PR004:85.12|PR004:85.12|PR015:4.7
2016-10-08,20363,STORE008,PR010:37.6|PR009:4.6|PR006:91.17|PR002:61.29|PR015:4.7|PR021:46.69|PR022:38.99|PR008:34.25|PR002:61.29|PR012:73.54
2016-10-08,20364,STORE007,PR020:57.34|PR006:91.17|PR011:117.24|PR017:96.73|PR019:24.12|PR012:73.54|PR010:37.6|PR009:4.6|PR006:91.17|PR007:29.62
2016-10-08,20365,STORE003,PR008:34.25|PR010:37.6|PR006:91.17|PR006:91.17|PR001:76.64
2016-10-08,20366,STORE001,PR005:61.71|PR021:46.69|PR015:4.7|PR002:61.29|PR016:8.37|PR015:4.7|PR004:85.12|PR003:30.4|PR011:117.24|PR017:96.73
2016-10-08,20367,STORE003,PR021:46.69|PR020:57.34
2016-10-08,20368,STORE007,PR009:4.6|PR010:37.6|PR005:61.71|PR014:104.67|PR020:57.34|PR010:37.6|PR007:29.62|PR019:24.12|PR010:37.6
2016-10-08,20369,STORE001,PR019:24.12|PR025:41.69|PR022:38.99|PR020:57.34|PR013:53.46|PR003:30.4|PR007:29.62|PR014:104.67|PR005:61.71|PR022:38.99|PR010:37.6|PR023:77.16|PR002:61.29|PR025:41.69|PR022:38.99
2016-10-08,20370,STORE005,PR004:85.12
2016-10-08,20371,STORE001,PR024:9.54|PR001:76.64|PR017:96.73|PR019:24.12|PR015:4.7|PR001:76.64|PR024:9.54|PR020:57.34|PR010:37.6|PR011:117.24|PR021:46.69|PR015:4.7
2016-10-08,20372,STORE009,PR016:8.37|PR008:34.25|PR010:37.6|PR002:61.29|PR025:41.69|PR008:34.25|PR005:61.71|PR009:4.6|PR013:53.46|PR013:53.46|PR022:38.99
2016-10-08,20373,STORE003,PR006:91.17|PR022:38.99|PR021:46.69|PR005:61.71|PR003:30.4|PR014:104.67|PR015:4.7|PR012:73.54|PR025:41.69|PR025:41.69|PR020:57.34|PR009:4.6|PR012:73.54|PR020:57.34|PR022:38.99|PR018:50.39|PR022:38.99
2016-10-08,20374,STORE003,PR025:41.69|PR005:61.71|PR020:57.34|PR004:85.12|PR022:38.99|PR021:46.69
2016-10-08,20375,STORE002,PR018:50.39|PR005:61.71|PR008:34.25|PR011:117.24|PR022:38.99|PR002:61.29|PR007:29.62|PR002:61.29
2016-10-08,20376,STORE008,PR014:104.67|PR010:37.6|PR016:8.37
2016-10-08,20377,STORE007,PR017:96.73|PR025:41.69|PR015:4.7|PR014:104.67|PR012:73.54|PR017:96.73|PR013:53.46|PR003:30.4|PR018:50.39|PR011:117.24|PR022:38.99
2016-10-08,20378,STORE006,PR012:73.54
2016-10-08,20379,STORE002,PR010:37.6|PR024:9.54|PR012:73.54|PR016:8.37|PR005:61.71|PR007:29.62|PR003:30.4|PR019:24.12|PR013:53.46|PR010:37.6
2016-10-08,20380,STORE008,PR018:50.39|PR010:37.6|PR017:96.73|PR002:61.29|PR001:76.64|PR004:85.12
2016-10-08,20381,STORE001,PR011:117.24|PR025:41.69|PR023:77.16|PR019:24.12|PR007:29.62|PR014:104.67
2016-10-08,20382,STORE006,PR015:4.7|PR006:91.17
2016-10-08,20383,STORE008,PR007:29.62|PR025:41.69|PR024:9.54|PR022:38.99|PR003:30.4|PR011:117.24|PR017:96.73
2016-10-08,20384,STORE006,PR010:37.6
2016-10-08,20385,STORE009,PR005:61.71|PR003:30.4|PR004:85.12|PR004:85.12|PR024:9.54|PR018:50.39|PR023:77.16|PR013:53.46
2016-10-08,20386,STORE006,PR019:24.12|PR017:96.73|PR023:77.16|PR024:9.54|PR015:4.7|PR012:73.54|PR020:57.34|PR012:73.54|PR003:30.4|PR019:24.12|PR021:46.69|PR017:96.73|PR014:104.67|PR023:77.16
2016-10-08,20387,STORE003,PR013:53.46|PR014:104.67|PR018:50.39|PR009:4.6|PR025:41.69|PR015:4.7|PR025:41.69
2016-10-08,20388,STORE001,PR021:46.69|PR005:61.71|PR022:38.99|PR003:30.4
2016-10-08,20389,STORE001,PR013:53.46|PR020:57.34|PR024:9.54|PR013:53.46
2016-10-08,20390,STORE003,PR011:117.24|PR025:41.69|PR001:76.64|PR011:117.24|PR013:53.46|PR018:50.39|PR022:38.99
2016-10-08,20391,STORE002,PR007:29.62|PR022:38.99|PR025:41.69
2016-10-08,20392,STORE008,PR010:37.6|PR009:4.6|PR021:46.69|PR007:29.62|PR024:9.54|PR016:8.37|PR014:104.67|PR022:38.99|PR024:9.54
2016-10-08,20393,STORE008,PR021:46.69|PR025:41.69|PR024:9.54|PR004:85.12|PR025:41.69|PR025:41.69|PR021:46.69|PR004:85.12|PR003:30.4|PR013:53.46|PR021:46.69|PR002:61.29|PR025:41.69|PR018:50.39|PR001:76.64
2016-10-08,20394,STORE007,PR008:34.25
2016-10-08,20395,STORE007,PR015:4.7|PR009:4.6|PR023:77.16|PR009:4.6|PR022:38.99|PR013:53.46|PR001:76.64|PR020:57.34
2016-10-08,20396,STORE001,PR010:37.6|PR020:57.34|PR013:53.46|PR005:61.71
2016-10-08,20397,STORE007,PR019:24.12|PR010:37.6|PR023:77.16|PR008:34.25|PR020:57.34|PR008:34.25
2016-10-08,20398,STORE005,PR002:61.29|PR006:91.17|PR025:41.69|PR002:61.29|PR006:91.17|PR019:24.12|PR021:46.69|PR022:38.99|PR006:91.17
2016-10-08,20399,STORE001,PR005:61.71|PR015:4.7|PR016:8.37|PR024:9.54|PR022:38.99|PR025:41.69|PR006:91.17|PR020:57.34|PR021:46.69|PR009:4.6|PR015:4.7
2016-10-08,20400,STORE001,PR022:38.99|PR019:24.12|PR012:73.54|PR020:57.34|PR006:91.17|PR024:9.54|PR005:61.71|PR008:34.25|PR008:34.25
2016-10-08,20401,STORE003,PR019:24.12|PR024:9.54|PR015:4.7|PR012:73.54|PR024:9.54|PR002:61.29|PR025:41.69|PR015:4.7|PR022:38.99|PR001:76.64|PR001:76.64|PR009:4.6|PR001:76.64|PR015:4.7|PR012:73.54
2016-10-08,20402,STORE001,PR005:61.71|PR010:37.6|PR022:38.99|PR004:85.12|PR005:61.71
2016-10-08,20403,STORE009,PR019:24.12|PR001:76.64|PR001:76.64|PR014:104.67|PR011:117.24|PR021:46.69|PR012:73.54|PR007:29.62|PR017:96.73|PR003:30.4|PR016:8.37|PR016:8.37|PR022:38.99|PR005:61.71|PR008:34.25|PR001:76.64|PR014:104.67|PR018:50.39
2016-10-08,20404,STORE003,PR025:41.69|PR005:61.71|PR025:41.69|PR012:73.54|PR002:61.29|PR023:77.16|PR009:4.6|PR010:37.6|PR024:9.54|PR010:37.6
2016-10-08,20405,STORE009,PR012:73.54|PR011:117.24|PR006:91.17|PR011:117.24|PR004:85.12
2016-10-08,20406,STORE004,PR005:61.71|PR004:85.12|PR012:73.54|PR014:104.67|PR019:24.12|PR001:76.64|PR006:91.17|PR012:73.54|PR025:41.69|PR011:117.24|PR014:104.67|PR003:30.4|PR019:24.12
2016-10-08,20407,STORE003,PR009:4.6|PR020:57.34|PR023:77.16|PR006:91.17|PR015:4.7|PR010:37.6|PR017:96.73|PR018:50.39
2016-10-08,20408,STORE002,PR025:41.69|PR006:91.17|PR021:46.69|PR020:57.34|PR015:4.7|PR020:57.34|PR008:34.25|PR020:57.34|PR011:117.24|PR018:50.39
2016-10-08,20409,STORE005,PR009:4.6|PR015:4.7|PR012:73.54|PR024:9.54|PR008:34.25
2016-10-08,20410,STORE001,PR012:73.54|PR025:41.69|PR022:38.99|PR016:8.37|PR015:4.7|PR022:38.99|PR012:73.54|PR013:53.46|PR008:34.25|PR005:61.71
2016-10-08,20411,STORE008,PR014:104.67|PR009:4.6|PR001:76.64|PR007:29.62|PR023:77.16|PR020:57.34|PR016:8.37|PR005:61.71|PR023:77.16|PR024:9.54|PR011:117.24
2016-10-08,20412,STORE006,PR014:104.67|PR021:46.69|PR005:61.71|PR022:38.99|PR024:9.54|PR009:4.6|PR003:30.4|PR016:8.37|PR004:85.12|PR004:85.12|PR016:8.37|PR014:104.67
2016-10-08,20413,STORE004,PR006:91.17|PR023:77.16|PR023:77.16|PR002:61.29|PR013:53.46|PR010:37.6|PR014:104.67|PR006:91.17|PR002:61.29|PR005:61.71|PR020:57.34
2016-10-08,20414,STORE004,PR013:53.46|PR016:8.37|PR018:50.39|PR005:61.71
2016-10-08,20415,STORE009,PR021:46.69|PR004:85.12|PR020:57.34
2016-10-08,20416,STORE005,PR017:96.73|PR023:77.16|PR008:34.25|PR022:38.99|PR007:29.62|PR017:96.73|PR003:30.4|PR007:29.62|PR013:53.46|PR019:24.12|PR016:8.37|PR019:24.12
2016-10-08,20417,STORE001,PR024:9.54|PR017:96.73|PR025:41.69|PR022:38.99|PR004:85.12|PR002:61.29|PR018:50.39|PR007:29.62|PR009:4.6|PR023:77.16
2016-10-08,20418,STORE008,PR022:38.99
2016-10-08,20419,STORE002,PR017:96.73|PR008:34.25|PR017:96.73|PR010:37.6|PR012:73.54|PR022:38.99|PR011:117.24|PR011:117.24|PR004:85.12|PR004:85.12
2016-10-08,20420,STORE006,PR008:34.25|PR012:73.54|PR017:96.73|PR013:53.46|PR007:29.62|PR003:30.4|PR015:4.7|PR009:4.6|PR019:24.12|PR014:104.67
2016-10-08,20421,STORE008,PR016:8.37|PR025:41.69|PR001:76.64|PR007:29.62|PR012:73.54|PR022:38.99|PR014:104.67|PR011:117.24|PR025:41.69|PR005:61.71|PR009:4.6|PR006:91.17|PR023:77.16|PR020:57.34|PR009:4.6|PR003:30.4
2016-10-08,20422,STORE005,PR020:57.34|PR006:91.17|PR006:91.17|PR025:41.69
2016-10-08,20423,STORE002,PR018:50.39|PR019:24.12|PR017:96.73|PR006:91.17|PR019:24.12|PR008:34.25|PR012:73.54|PR006:91.17|PR007:29.62|PR019:24.12|PR001:76.64|PR018:50.39|PR012:73.54
2016-10-08,20424,STORE001,PR014:104.67|PR010:37.6|PR002:61.29|PR012:73.54|PR009:4.6|PR001:76.64|PR025:41.69|PR021:46.69|PR021:46.69|PR014:104.67|PR016:8.37
2016-10-08,20425,STORE009,PR004:85.12|PR004:85.12|PR014:104.67|PR020:57.34|PR014:104.67
2016-10-08,20426,STORE004,PR009:4.6|PR008:34.25|PR001:76.64|PR023:77.16|PR011:117.24|PR009:4.6|PR019:24.12|PR001:76.64|PR018:50.39|PR003:30.4|PR007:29.62|PR009:4.6|PR003:30.4|PR001:76.64|PR012:73.54|PR004:85.12
2016-10-08,20427,STORE008,PR018:50.39|PR010:37.6|PR024:9.54|PR009:4.6|PR025:41.69|PR019:24.12|PR025:41.69|PR021:46.69
2016-10-08,20428,STORE006,PR005:61.71|PR016:8.37
2016-10-08,20429,STORE001,PR004:85.12|PR002:61.29|PR023:77.16|PR012:73.54|PR002:61.29
2016-10-08,20430,STORE007,PR022:38.99|PR021:46.69|PR024:9.54|PR005:61.71
2016-10-08,20431,STORE004,PR004:85.12|PR022:38.99|PR014:104.67|PR020:57.34|PR023:77.16|PR022:38.99
2016-10-08,20432,STORE009,PR003:30.4|PR024:9.54|PR003:30.4|PR016:8.37|PR020:57.34|PR004:85.12|PR017:96.73|PR006:91.17|PR004:85.12|PR018:50.39|PR009:4.6|PR020:57.34|PR025:41.69|PR019:24.12
2016-10-08,20433,STORE004,PR021:46.69|PR004:85.12|PR005:61.71|PR020:57.34
2016-10-08,20434,STORE008,PR019:24.12|PR018:50.39|PR005:61.71|PR004:85.12|PR003:30.4|PR012:73.54|PR016:8.37|PR016:8.37|PR007:29.62|PR002:61.29|PR022:38.99|PR013:53.46|PR018:50.39|PR005:61.71
2016-10-08,20435,STORE003,PR020:57.34|PR014:104.67|PR020:57.34|PR008:34.25|PR019:24.12|PR009:4.6|PR024:9.54|PR003:30.4|PR016:8.37|PR006:91.17|PR004:85.12|PR003:30.4|PR011:117.24|PR008:34.25
2016-10-08,20436,STORE001,PR015:4.7|PR016:8.37|PR001:76.64
2016-10-08,20437,STORE005,PR010:37.6|PR010:37.6|PR009:4.6|PR024:9.54
2016-10-08,20438,STORE007,PR009:4.6|PR016:8.37|PR025:41.69|PR016:8.37|PR004:85.12|PR009:4.6|PR009:4.6|PR018:50.39|PR015:4.7
2016-10-08,20439,STORE001,PR022:38.99|PR005:61.71|PR007:29.62|PR013:53.46|PR008:34.25|PR017:96.73
2016-10-08,20440,STORE009,PR008:34.25|PR024:9.54|PR013:53.46|PR019:24.12|PR004:85.12|PR023:77.16|PR008:34.25|PR005:61.71
2016-10-08,20441,STORE006,PR018:50.39|PR019:24.12|PR012:73.54|PR008:34.25|PR022:38.99|PR006:91.17|PR015:4.7
2016-10-08,20442,STORE006,PR024:9.54|PR019:24.12|PR003:30.4|PR001:76.64|PR019:24.12|PR021:46.69|PR014:104.67|PR006:91.17|PR010:37.6|PR011:117.24|PR018:50.39|PR018:50.39
2016-10-08,20443,STORE007,PR016:8.37|PR007:29.62|PR014:104.67|PR013:53.46|PR020:57.34|PR006:91.17
2016-10-08,20444,STORE008,PR022:38.99|PR023:77.16|PR004:85.12|PR010:37.6|PR015:4.7|PR001:76.64|PR011:117.24|PR001:76.64
2016-10-08,20445,STORE005,PR012:73.54|PR018:50.39|PR002:61.29|PR006:91.17|PR004:85.12|PR004:85.12|PR005:61.71|PR023:77.16|PR004:85.12|PR020:57.34|PR004:85.12
2016-10-08,20446,STORE001,PR002:61.29|PR023:77.16|PR022:38.99|PR014:104.67|PR002:61.29|PR020:57.34|PR025:41.69|PR015:4.7|PR002:61.29|PR020:57.34|PR014:104.67
2016-10-08,20447,STORE007,PR010:37.6|PR014:104.67|PR002:61.29|PR012:73.54|PR005:61.71|PR017:96.73|PR016:8.37|PR005:61.71|PR024:9.54|PR003:30.4|PR020:57.34|PR017:96.73|PR009:4.6
2016-10-08,20448,STORE001,PR008:34.25|PR017:96.73|PR004:85.12|PR016:8.37|PR013:53.46|PR019:24.12|PR006:91.17|PR024:9.54|PR021:46.69|PR002:61.29|PR013:53.46|PR019:24.12|PR007:29.62|PR008:34.25|PR021:46.69
2016-10-08,20449,STORE003,PR017:96.73|PR021:46.69|PR018:50.39|PR007:29.62|PR009:4.6|PR009:4.6|PR008:34.25|PR023:77.16|PR023:77.16|PR021:46.69|PR002:61.29
2016-10-08,20450,STORE007,PR024:9.54|PR023:77.16|PR022:38.99|PR022:38.99|PR020:57.34|PR018:50.39|PR005:61.71|PR022:38.99
2016-10-08,20451,STORE003,PR011:117.24|PR017:96.73|PR023:77.16|PR011:117.24
2016-10-08,20452,STORE004,PR002:61.29|PR013:53.46|PR024:9.54|PR025:41.69|PR014:104.67|PR014:104.67|PR004:85.12|PR014:104.67|PR001:76.64
2016-10-08,20453,STORE005,PR016:8.37|PR010:37.6|PR011:117.24
2016-10-08,20454,STORE005,PR001:76.64|PR014:104.67|PR002:61.29|PR006:91.17|PR021:46.69|PR025:41.69|PR014:104.67|PR013:53.46|PR021:46.69|PR007:29.62
2016-10-08,20455,STORE005,PR010:37.6|PR015:4.7|PR020:57.34|PR024:9.54
2016-10-08,20456,STORE007,PR006:91.17|PR003:30.4|PR003:30.4|PR014:104.67|PR008:34.25|PR020:57.34|PR018:50.39|PR025:41.69|PR009:4.6|PR013:53.46|PR009:4.6
2016-10-08,20457,STORE008,PR005:61.71
2016-10-08,20458,STORE004,PR025:41.69
2016-10-08,20459,STORE006,PR004:85.12|PR011:117.24|PR014:104.67
2016-10-08,20460,STORE003,PR024:9.54|PR003:30.4|PR017:96.73|PR018:50.39|PR025:41.69|PR012:73.54|PR005:61.71|PR015:4.7|PR009:4.6|PR021:46.69|PR010:37.6|PR006:91.17|PR004:85.12|PR010:37.6
2016-10-08,20461,STORE004,PR016:8.37|PR015:4.7|PR016:8.37|PR017:96.73|PR020:57.34|PR015:4.7
2016-10-08,20462,STORE009,PR015:4.7|PR023:77.16|PR001:76.64|PR012:73.54|PR017:96.73|PR020:57.34|PR021:46.69|PR019:24.12
2016-10-08,20463,STORE003,PR005:61.71|PR023:77.16|PR010:37.6|PR015:4.7|PR025:41.69|PR024:9.54|PR006:91.17|PR017:96.73|PR013:53.46|PR009:4.6|PR006:91.17|PR009:4.6|PR018:50.39|PR008:34.25|PR004:85.12|PR008:34.25|PR024:9.54|PR013:53.46
2016-10-08,20464,STORE005,PR002:61.29|PR013:53.46|PR011:117.24|PR006:91.17|PR015:4.7|PR008:34.25|PR006:91.17|PR018:50.39|PR020:57.34|PR024:9.54|PR006:91.17|PR024:9.54|PR017:96.73|PR006:91.17|PR011:117.24|PR025:41.69
2016-10-08,20465,STORE007,PR025:41.69|PR005:61.71|PR012:73.54|PR011:117.24|PR009:4.6|PR015:4.7|PR017:96.73|PR006:91.17|PR001:76.64|PR012:73.54|PR002:61.29|PR024:9.54|PR010:37.6|PR001:76.64|PR017:96.73
2016-10-08,20466,STORE003,PR024:9.54|PR006:91.17|PR001:76.64|PR020:57.34|PR025:41.69|PR019:24.12|PR003:30.4|PR009:4.6|PR004:85.12|PR025:41.69|PR005:61.71|PR021:46.69|PR010:37.6
2016-10-08,20467,STORE001,PR020:57.34|PR001:76.64
2016-10-08,20468,STORE009,PR002:61.29|PR004:85.12|PR025:41.69|PR014:104.67|PR021:46.69|PR003:30.4|PR018:50.39
2016-10-08,20469,STORE009,PR024:9.54|PR025:41.69|PR009:4.6|PR004:85.12|PR025:41.69|PR010:37.6|PR024:9.54|PR023:77.16|PR006:91.17
2016-10-08,20470,STORE009,PR009:4.6|PR005:61.71|PR022:38.99|PR020:57.34|PR018:50.39
2016-10-08,20471,STORE007,PR002:61.29|PR022:38.99|PR014:104.67|PR016:8.37|PR011:117.24|PR010:37.6|PR008:34.25|PR009:4.6|PR013:53.46|PR023:77.16|PR005:61.71|PR022:38.99
2016-10-08,20472,STORE004,PR004:85.12|PR023:77.16|PR005:61.71|PR022:38.99|PR023:77.16|PR022:38.99|PR014:104.67|PR003:30.4|PR024:9.54
2016-10-08,20473,STORE008,PR008:34.25|PR005:61.71|PR014:104.67|PR001:76.64|PR011:117.24|PR012:73.54|PR015:4.7|PR017:96.73|PR021:46.69|PR019:24.12|PR001:76.64
2016-10-08,20474,STORE004,PR006:91.17|PR014:104.67|PR016:8.37|PR023:77.16|PR022:38.99
2016-10-08,20475,STORE005,PR015:4.7|PR017:96.73|PR003:30.4|PR018:50.39|PR014:104.67
2016-10-08,20476,STORE001,PR002:61.29|PR021:46.69|PR021:46.69|PR009:4.6|PR022:38.99
2016-10-08,20477,STORE004,PR007:29.62|PR018:50.39|PR010:37.6|PR011:117.24|PR024:9.54|PR017:96.73
2016-10-08,20478,STORE002,PR020:57.34|PR004:85.12|PR017:96.73|PR007:29.62|PR013:53.46
2016-10-08,20479,STORE005,PR025:41.69
2016-10-08,20480,STORE007,PR019:24.12
2016-10-08,20481,STORE008,PR010:37.6|PR014:104.67|PR020:57.34|PR023:77.16|PR013:53.46|PR010:37.6|PR018:50.39|PR006:91.17|PR003:30.4|PR023:77.16|PR022:38.99|PR001:76.64|PR015:4.7|PR007:29.62|PR022:38.99|PR025:41.69
2016-10-08,20482,STORE004,PR014:104.67|PR002:61.29|PR008:34.25
2016-10-08,20483,STORE003,PR022:38.99|PR001:76.64|PR005:61.71|PR022:38.99|PR013:53.46|PR018:50.39|PR008:34.25
2016-10-08,20484,STORE009,PR011:117.24
2016-10-08,20485,STORE002,PR018:50.39|PR023:77.16|PR006:91.17|PR012:73.54|PR005:61.71|PR018:50.39|PR007:29.62
2016-10-08,20486,STORE007,PR016:8.37|PR004:85.12|PR023:77.16|PR001:76.64|PR021:46.69|PR023:77.16|PR024:9.54|PR015:4.7|PR023:77.16
2016-10-08,20487,STORE009,PR011:117.24|PR008:34.25|PR015:4.7|PR006:91.17|PR009:4.6|PR020:57.34|PR024:9.54|PR021:46.69|PR019:24.12|PR017:96.73|PR005:61.71|PR002:61.29|PR019:24.12|PR025:41.69|PR007:29.62|PR007:29.62|PR023:77.16
2016-10-08,20488,STORE006,PR006:91.17|PR009:4.6|PR017:96.73|PR013:53.46|PR007:29.62|PR001:76.64|PR004:85.12
2016-10-08,20489,STORE005,PR008:34.25|PR012:73.54|PR014:104.67|PR025:41.69|PR009:4.6|PR002:61.29|PR007:29.62|PR003:30.4|PR013:53.46|PR008:34.25|PR006:91.17|PR015:4.7|PR004:85.12|PR004:85.12|PR003:30.4
2016-10-08,20490,STORE006,PR025:41.69|PR002:61.29|PR015:4.7|PR011:117.24|PR001:76.64|PR020:57.34|PR013:53.46|PR017:96.73|PR015:4.7
2016-10-08,20491,STORE006,PR021:46.69|PR014:104.67|PR020:57.34|PR007:29.62|PR007:29.62|PR025:41.69|PR006:91.17|PR016:8.37|PR025:41.69|PR008:34.25
2016-10-08,20492,STORE006,PR017:96.73|PR010:37.6|PR013:53.46|PR011:117.24|PR013:53.46
2016-10-08,20493,STORE008,PR003:30.4|PR008:34.25|PR007:29.62|PR013:53.46|PR001:76.64|PR002:61.29|PR006:91.17|PR015:4.7|PR017:96.73
